Company,TypeName,Inches,Ram,OpSys,Weight,CPU,SSD,HDD
Google,Ultrabook,12.3,8,Other,1.1,Intel Core i5,256,0
Asus,Ultrabook,13.3,8,Windows,1.2,Intel Core i5,256,0
Dell,Notebook,13.3,4,Windows,1.65,Intel Core i3,0,500
Acer,Notebook,13.3,4,Windows,1.6,Intel Core i5,128,0
Asus,Notebook,17.3,4,Windows,2.8,Other Intel Processors,0,1000
Dell,Gaming,15.6,16,Windows,2.72,Intel Core i7,128,1000
Samsung,Ultrabook,13.3,8,Windows,1.31,Intel Core i7,256,0
Acer,Notebook,15.6,4,Linux,2.1,Other Intel Processors,0,1000
Dell,Notebook,15.6,16,Windows,2.3,Intel Core i7,256,0
Samsung,2 in 1 Convertible,15.0,16,Windows,1.71,Intel Core i7,256,0
Toshiba,Notebook,14.0,4,Windows,1.75,Intel Core i5,128,0
Dell,Gaming,15.6,8,Windows,2.62,Intel Core i7,0,1000
HP,Ultrabook,12.5,4,Windows,1.26,Intel Core i5,256,0
Asus,2 in 1 Convertible,15.6,12,Windows,2.3,Intel Core i7,0,2000
Lenovo,Notebook,15.6,16,Windows,2.5,Intel Core i7,512,0
Acer,Notebook,14.0,4,Windows,1.8,Intel Core i3,128,0
Razer,Gaming,14.0,16,Windows,1.95,Intel Core i7,512,0
Asus,Notebook,15.6,8,Windows,2.0,Other Intel Processors,128,0
Dell,Gaming,17.3,32,Windows,4.42,Intel Core i7,1000,1000
Asus,Gaming,17.3,16,Windows,4.3,Intel Core i7,256,1000
Toshiba,Ultrabook,14.0,16,Windows,1.47,Intel Core i7,512,0
Lenovo,Notebook,15.6,8,Other,2.2,Other Intel Processors,0,1000
Lenovo,Ultrabook,14.0,16,Windows,1.7,Intel Core i7,512,0
MSI,Gaming,14.0,16,Windows,1.6,Intel Core i7,256,1000
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i5,128,1000
Lenovo,Gaming,15.6,4,Windows,2.4,Intel Core i7,0,1000
Acer,Gaming,17.3,16,Windows,4.2,Intel Core i7,256,1000
Dell,Gaming,15.6,8,Windows,2.62,Intel Core i5,256,0
Asus,Gaming,15.6,8,Windows,2.24,Intel Core i7,128,1000
Vero,Notebook,14.0,4,Windows,1.22,Other Intel Processors,0,0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,Intel Core i7,512,0
Lenovo,2 in 1 Convertible,15.6,8,Windows,2.08,Intel Core i5,256,0
Apple,Ultrabook,12.0,8,Mac,0.92,Other Intel Processors,0,0
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.42,Intel Core i5,256,0
Asus,Notebook,14.0,4,Windows,1.63,Other Intel Processors,0,0
Dell,Notebook,15.6,8,Windows,1.95,Intel Core i5,128,0
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.38,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.0,Intel Core i3,256,0
HP,Workstation,15.6,8,Windows,3.14,Intel Core i7,256,0
Asus,Notebook,15.6,8,Windows,2.37,Intel Core i5,256,0
Dell,Ultrabook,13.3,8,Windows,1.29,Intel Core i5,256,0
Dell,Notebook,15.6,8,Windows,2.06,Intel Core i5,256,0
Dell,Netbook,11.6,4,Windows,1.63,Other Intel Processors,128,0
HP,Netbook,12.5,8,Windows,1.26,Intel Core i5,256,0
Toshiba,Notebook,15.6,4,Windows,2.1,Intel Core i5,0,500
HP,Notebook,15.6,8,Windows,2.04,AMD/Other Processors,0,2000
Dell,Gaming,15.6,16,Windows,2.62,Intel Core i7,512,0
Lenovo,Notebook,15.6,4,Windows,2.4,Intel Core i5,0,1000
HP,Gaming,17.3,12,Windows,3.74,Intel Core i7,0,1000
MSI,Gaming,17.3,16,Windows,2.9,Intel Core i7,512,1000
Samsung,Ultrabook,13.3,8,Windows,0.81,Intel Core i5,256,0
Dell,Notebook,15.6,8,Windows,1.98,Intel Core i7,0,1000
Dell,Notebook,15.6,8,Windows,2.18,Intel Core i5,256,0
Lenovo,Ultrabook,14.0,8,Windows,1.32,Intel Core i7,256,0
Razer,Ultrabook,12.5,16,Windows,1.29,Intel Core i7,512,0
HP,Netbook,11.6,4,Other,1.23,Other Intel Processors,0,0
Dell,Gaming,17.3,16,Windows,4.36,Intel Core i7,128,1000
Dell,Notebook,14.0,4,Windows,1.76,Intel Core i5,0,500
Lenovo,Notebook,15.6,4,Windows,2.1,Intel Core i3,0,500
Toshiba,Ultrabook,14.0,4,Windows,1.25,Intel Core i5,128,0
Lenovo,Ultrabook,14.0,8,Windows,1.13,Intel Core i7,512,0
MSI,Gaming,15.6,8,Windows,2.4,Intel Core i5,256,0
Lenovo,Ultrabook,14.0,8,Windows,1.13,Intel Core i5,0,0
Toshiba,Notebook,14.0,4,Windows,1.75,Other Intel Processors,128,0
Asus,2 in 1 Convertible,13.3,8,Windows,1.1,Intel Core i5,256,0
Dell,Notebook,14.0,4,Windows,1.76,Intel Core i3,0,500
Acer,Netbook,11.6,4,Other,1.35,Other Intel Processors,0,0
Acer,Notebook,14.0,8,Windows,1.5,Intel Core i3,128,0
Lenovo,Ultrabook,14.0,16,Windows,1.1,Intel Core i7,512,0
Asus,Notebook,15.6,4,Linux,2.1,Intel Core i5,0,1000
Lenovo,Notebook,14.0,8,Windows,1.7,Intel Core i5,256,0
Lenovo,Notebook,14.0,8,Windows,1.32,Intel Core i5,256,0
Dell,Gaming,15.6,16,Windows,3.21,Intel Core i7,256,1000
Asus,Gaming,17.3,16,Windows,2.9,Intel Core i7,256,1000
Toshiba,Notebook,15.6,4,Windows,2.0,Intel Core i3,0,500
Lenovo,Notebook,14.0,4,Other,1.5,Other Intel Processors,0,0
Asus,Notebook,15.6,8,Windows,2.3,Intel Core i5,0,128
Asus,Gaming,17.3,16,Windows,2.73,Intel Core i7,512,1000
Dell,Gaming,17.3,32,Windows,4.42,Intel Core i7,512,1000
HP,Notebook,17.3,8,Windows,2.63,Intel Core i5,0,1000
Dell,Notebook,15.6,8,Windows,2.18,Intel Core i5,128,0
HP,Ultrabook,14.0,8,Windows,1.54,Intel Core i7,512,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i7,256,0
HP,2 in 1 Convertible,11.6,4,Other,1.4,Other Intel Processors,0,0
Asus,Ultrabook,13.3,8,Windows,1.45,Intel Core i5,512,0
HP,2 in 1 Convertible,13.3,8,Windows,1.28,Intel Core i5,256,0
HP,Ultrabook,14.0,8,Windows,1.54,Intel Core i7,512,0
HP,Notebook,15.6,4,Other,1.86,Other Intel Processors,128,0
Asus,Gaming,15.6,16,Windows,2.1,Intel Core i7,128,1000
Dell,Notebook,17.3,8,Linux,2.83,Intel Core i7,0,1000
Lenovo,Ultrabook,14.0,8,Windows,1.96,Intel Core i7,256,0
Asus,Notebook,15.6,8,Windows,2.3,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,1.9,Intel Core i5,128,0
Asus,Notebook,15.6,4,Windows,2.0,Other Intel Processors,0,1000
HP,2 in 1 Convertible,13.3,8,Windows,1.28,Intel Core i7,256,0
Dell,Notebook,13.3,8,Windows,1.62,Intel Core i5,0,1000
Lenovo,Notebook,15.6,4,Other,2.2,Intel Core i3,0,1000
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i5,0,1000
HP,Notebook,15.6,8,Windows,1.84,Intel Core i5,256,0
Toshiba,Notebook,13.3,4,Windows,1.05,Intel Core i5,128,0
Lenovo,Gaming,15.6,8,Other,2.5,Intel Core i5,0,1000
Dell,Ultrabook,13.3,16,Windows,1.29,Intel Core i7,512,0
HP,Notebook,15.6,4,Windows,2.07,Intel Core i5,0,500
Toshiba,Ultrabook,13.3,8,Windows,1.2,Intel Core i5,256,0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,Intel Core i7,256,0
Acer,Notebook,14.0,8,Windows,1.56,Intel Core i5,256,0
Dell,Workstation,15.6,8,Windows,2.23,Intel Core i7,0,1000
Lenovo,Notebook,15.6,4,Windows,2.38,Intel Core i5,0,500
Lenovo,Notebook,15.6,4,Other,2.2,Intel Core i3,0,1000
Toshiba,Notebook,15.6,8,Windows,2.0,Intel Core i7,256,0
Lenovo,Notebook,13.3,4,Windows,1.44,Intel Core i3,180,0
Samsung,Ultrabook,15.0,16,Windows,1.23,Intel Core i7,256,0
Dell,Ultrabook,12.5,8,Windows,1.6,Intel Core i7,256,0
Asus,Notebook,15.6,4,Linux,2.0,Other Intel Processors,0,1000
Xiaomi,Ultrabook,13.3,8,Windows,1.28,Intel Core i5,256,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i5,128,1000
HP,Notebook,15.6,4,Windows,2.04,Intel Core i5,256,0
HP,2 in 1 Convertible,13.3,4,Windows,1.28,Intel Core i5,256,0
HP,2 in 1 Convertible,15.6,4,Windows,2.3,Intel Core i5,0,500
Asus,Notebook,14.1,4,Windows,1.65,Other Intel Processors,0,0
Lenovo,Notebook,15.6,8,Windows,2.2,Intel Core i7,0,1000
Dell,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
HP,2 in 1 Convertible,13.3,4,Windows,1.28,Intel Core i5,256,0
Dell,Notebook,15.6,4,Linux,2.18,Intel Core i3,0,1000
Asus,Gaming,17.3,12,Windows,2.2,Intel Core i5,128,1000
Acer,Netbook,11.6,4,Other,1.25,Other Intel Processors,0,0
Lenovo,Notebook,17.3,4,Windows,2.8,AMD/Other Processors,0,500
HP,Notebook,14.0,4,Windows,1.95,Intel Core i5,128,0
HP,2 in 1 Convertible,13.3,16,Windows,1.42,Intel Core i7,256,0
Samsung,Ultrabook,15.0,8,Windows,1.17,Intel Core i7,256,0
Lenovo,Ultrabook,14.0,8,Windows,1.32,Intel Core i5,256,0
MSI,Gaming,17.3,16,Windows,2.43,Intel Core i7,512,2000
Toshiba,Notebook,13.3,8,Windows,1.05,Intel Core i5,256,0
Dell,Gaming,15.6,8,Linux,2.62,Intel Core i7,0,1000
HP,Notebook,15.6,8,Windows,2.04,Intel Core i7,0,1000
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i3,0,1000
Dell,Notebook,15.6,8,Windows,1.9,Intel Core i5,0,500
Dell,2 in 1 Convertible,13.3,8,Windows,1.24,Intel Core i7,512,0
Asus,Gaming,17.3,32,Windows,3.58,Intel Core i7,256,0
Dell,2 in 1 Convertible,13.3,16,Windows,1.22,Intel Core i7,256,0
Lenovo,Ultrabook,14.0,8,Windows,1.13,Intel Core i7,0,0
Lenovo,Notebook,15.6,8,Windows,1.95,Intel Core i5,512,0
LG,Ultrabook,15.6,16,Windows,1.08,Intel Core i7,512,0
HP,Netbook,12.5,8,Windows,1.26,Intel Core i7,512,0
Acer,Notebook,15.6,4,Other,2.2,Other Intel Processors,0,0
Lenovo,Notebook,15.6,8,Windows,2.6,Intel Core i5,128,1000
LG,Ultrabook,14.0,8,Windows,0.98,Intel Core i7,512,0
Dell,Notebook,14.0,8,Windows,1.6,Intel Core i5,256,0
HP,Ultrabook,12.5,8,Windows,1.09,Other Intel Processors,240,0
Lenovo,Notebook,15.6,6,Windows,2.2,Intel Core i7,256,0
HP,Notebook,15.6,8,Windows,2.04,Intel Core i7,256,0
Acer,Notebook,15.6,4,Windows,2.4,Intel Core i3,0,1000
Lenovo,Notebook,13.3,4,Windows,1.44,Intel Core i5,128,0
HP,Notebook,13.3,8,Windows,1.49,Intel Core i5,256,0
MSI,Gaming,17.3,16,Windows,2.7,Intel Core i7,256,1000
Dell,Gaming,15.6,16,Windows,2.6,Intel Core i7,128,1000
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i5,128,1000
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i5,0,1000
HP,Ultrabook,15.6,8,Windows,1.84,Intel Core i7,256,0
HP,Ultrabook,13.3,8,Windows,1.39,Intel Core i7,256,0
Toshiba,Notebook,15.6,16,Windows,2.4,Intel Core i7,256,0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,Intel Core i5,512,0
Dell,Notebook,15.6,4,Windows,1.95,Intel Core i5,0,500
Lenovo,Ultrabook,12.5,8,Windows,1.36,Intel Core i7,256,0
HP,Notebook,15.6,8,Windows,2.31,Intel Core i5,256,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i5,0,1000
HP,Notebook,14.0,4,Windows,1.95,Intel Core i5,0,500
Lenovo,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,1000
HP,Ultrabook,12.5,4,Windows,1.26,Intel Core i5,0,500
HP,Notebook,15.6,4,Other,1.86,Other Intel Processors,0,1000
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,Intel Core i7,1000,0
Toshiba,Notebook,14.0,4,Windows,1.47,Intel Core i5,128,0
HP,Netbook,12.5,8,Windows,1.26,Intel Core i5,256,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i3,0,1000
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i7,128,1000
Dell,Ultrabook,14.0,8,Windows,1.36,Intel Core i5,256,0
Dell,Gaming,17.3,16,Windows,4.36,Intel Core i7,512,1000
HP,Gaming,17.3,8,Windows,2.75,Intel Core i5,128,1000
Asus,Notebook,17.3,4,Windows,2.8,Other Intel Processors,0,1000
Acer,Notebook,15.6,4,Windows,2.23,Intel Core i5,0,500
Toshiba,Notebook,15.6,8,Windows,2.2,Intel Core i5,256,0
Lenovo,2 in 1 Convertible,11.3,8,Windows,1.1,Other Intel Processors,256,0
Lenovo,Gaming,15.6,16,Windows,2.5,AMD/Other Processors,512,1000
Dell,Ultrabook,12.5,8,Windows,1.36,Intel Core i5,256,0
Lenovo,Notebook,15.6,8,Other,2.2,Intel Core i7,0,1000
Dell,Notebook,17.3,4,Windows,2.36,Intel Core i3,0,1000
Acer,Notebook,14.0,4,Other,1.68,Other Intel Processors,0,0
HP,Workstation,15.6,8,Windows,2.0,Intel Core i7,8,0
Dell,Ultrabook,14.0,8,Windows,1.36,Intel Core i7,256,0
Toshiba,Notebook,13.3,8,Windows,1.2,Intel Core i5,256,0
Asus,2 in 1 Convertible,12.5,8,Other,1.2,Other Intel Processors,0,0
Lenovo,Ultrabook,14.0,8,Windows,1.7,Intel Core i7,256,0
Dell,Gaming,17.3,16,Windows,4.36,Intel Core i7,512,1000
Dell,2 in 1 Convertible,13.3,8,Windows,1.24,Intel Core i5,256,0
HP,2 in 1 Convertible,11.6,4,Windows,1.45,Other Intel Processors,256,0
Dell,Ultrabook,13.3,8,Windows,1.3,Intel Core i7,256,0
Acer,2 in 1 Convertible,11.6,4,Other,1.25,Other Intel Processors,0,0
Toshiba,Notebook,13.3,8,Windows,1.2,Intel Core i5,256,0
Lenovo,Ultrabook,12.5,8,Windows,1.36,Intel Core i5,256,0
Acer,Notebook,15.6,12,Windows,2.4,Intel Core i5,128,1000
Toshiba,Ultrabook,12.5,8,Windows,1.1,Intel Core i7,512,0
HP,Notebook,15.6,8,Windows,2.04,Intel Core i5,0,1000
Dell,Notebook,15.6,4,Linux,2.25,Intel Core i3,0,1000
Dell,Notebook,15.6,4,Windows,1.9,Intel Core i5,0,500
HP,Notebook,15.6,4,Windows,2.04,Intel Core i3,0,500
Dell,Gaming,17.3,32,Windows,4.42,Intel Core i7,256,1000
Lenovo,Notebook,15.6,6,Windows,2.4,Intel Core i5,256,0
Dell,2 in 1 Convertible,13.3,16,Windows,1.22,Intel Core i7,512,0
Dell,Ultrabook,14.0,8,Windows,1.5,Intel Core i7,256,0
Dell,Gaming,17.3,32,Windows,4.42,Intel Core i7,256,1000
Toshiba,Notebook,14.0,8,Windows,1.95,Intel Core i5,256,0
Asus,Gaming,17.3,16,Windows,2.73,Intel Core i7,256,1000
HP,Notebook,15.6,8,Windows,2.04,Intel Core i5,128,1000
Lenovo,Notebook,14.0,4,Windows,1.7,Intel Core i5,0,0
Asus,2 in 1 Convertible,15.6,16,Windows,2.3,Intel Core i7,512,2000
HP,Notebook,15.6,6,Windows,2.04,Intel Core i7,0,1000
Asus,Gaming,17.3,16,Windows,2.99,Intel Core i7,256,1000
Dell,2 in 1 Convertible,15.6,12,Windows,2.19,Intel Core i7,512,0
Toshiba,Notebook,13.3,4,Windows,1.2,Intel Core i5,128,0
Lenovo,Notebook,15.6,6,Windows,2.2,AMD/Other Processors,256,0
Fujitsu,Notebook,15.6,4,Windows,2.3,Intel Core i5,256,0
Toshiba,Notebook,14.0,4,Windows,1.75,Intel Core i5,0,500
Dell,Notebook,15.6,4,Windows,2.25,Intel Core i5,0,500
HP,Notebook,15.6,8,Windows,2.04,Intel Core i5,0,1000
Lenovo,Gaming,15.6,8,Windows,2.5,Intel Core i7,128,1000
Dell,Notebook,15.6,8,Windows,2.36,Intel Core i7,0,1000
Dell,Notebook,14.0,8,Windows,1.6,Intel Core i5,128,0
HP,Netbook,12.5,8,Windows,0.97,Other Intel Processors,512,0
HP,Notebook,15.6,4,Windows,2.1,Intel Core i3,128,1000
Lenovo,Notebook,15.6,4,Other,1.9,Other Intel Processors,128,0
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i5,256,0
Dell,2 in 1 Convertible,13.3,8,Windows,1.68,Intel Core i5,256,0
Asus,Notebook,13.3,8,Windows,1.4,Intel Core i5,256,0
HP,Ultrabook,13.3,8,Windows,1.11,Intel Core i7,256,0
Acer,Notebook,15.6,4,Windows,2.4,Other Intel Processors,0,500
Asus,Gaming,15.6,16,Windows,2.5,Intel Core i7,256,1000
HP,Ultrabook,14.0,8,Windows,1.48,Intel Core i7,512,0
Acer,Gaming,15.6,8,Windows,2.7,Intel Core i7,128,1000
HP,Notebook,13.3,8,Windows,1.34,Intel Core i5,256,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i3,128,0
HP,Notebook,14.0,4,Windows,1.64,Intel Core i5,0,500
Toshiba,Notebook,13.3,4,Windows,1.2,Intel Core i5,128,0
HP,Notebook,14.0,4,Windows,1.48,Intel Core i5,256,0
HP,Notebook,14.0,4,Windows,1.95,Intel Core i5,256,0
HP,Ultrabook,14.0,8,Windows,1.43,Intel Core i7,256,0
HP,Notebook,14.0,8,Windows,1.64,Intel Core i5,256,0
HP,Notebook,14.0,4,Windows,1.64,Intel Core i3,0,500
Dell,Gaming,15.6,8,Windows,2.65,Intel Core i5,0,0
HP,Ultrabook,12.5,4,Windows,1.26,Intel Core i5,0,500
HP,Notebook,14.0,4,Windows,1.48,Intel Core i5,256,0
HP,Ultrabook,14.0,8,Windows,1.54,Intel Core i7,256,0
HP,Notebook,13.3,4,Windows,1.49,Intel Core i3,0,500
Toshiba,Notebook,13.3,8,Windows,1.5,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,2.04,Intel Core i3,256,0
Lenovo,Notebook,17.3,16,Windows,2.4,Intel Core i7,512,0
Toshiba,Notebook,14.0,8,Windows,1.47,Intel Core i5,256,0
HP,Notebook,14.0,8,Windows,1.43,Intel Core i7,256,0
Dell,2 in 1 Convertible,15.6,4,Windows,2.08,Intel Core i3,0,1000
Toshiba,Ultrabook,13.3,8,Windows,1.2,Intel Core i5,256,0
HP,Notebook,13.3,8,Windows,1.11,Intel Core i5,256,0
HP,Notebook,14.0,8,Windows,1.64,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.09,Intel Core i5,0,500
HP,Ultrabook,12.5,4,Windows,1.26,Intel Core i5,256,0
HP,Notebook,14.0,4,Windows,2.31,Intel Core i5,0,500
HP,Notebook,14.0,4,Windows,1.95,Intel Core i5,0,500
Dell,Ultrabook,13.3,8,Windows,1.29,Intel Core i5,256,0
HP,Notebook,17.3,8,Windows,2.63,Intel Core i5,256,0
HP,Notebook,14.0,4,Windows,1.64,Intel Core i5,256,0
Acer,Notebook,15.6,6,Windows,2.1,AMD/Other Processors,0,1000
MSI,Gaming,17.3,8,Windows,2.7,Intel Core i7,128,1000
HP,Notebook,14.0,8,Windows,1.95,Intel Core i5,256,0
HP,Notebook,15.6,8,Windows,1.84,Intel Core i7,256,0
HP,Ultrabook,12.5,8,Windows,1.26,Intel Core i7,256,0
HP,Notebook,15.6,4,Windows,2.04,Intel Core i5,0,500
Toshiba,Ultrabook,14.0,8,Windows,1.47,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.09,Intel Core i5,256,0
HP,Notebook,14.0,8,Windows,1.64,Intel Core i5,256,0
Lenovo,2 in 1 Convertible,15.6,4,Windows,1.8,Intel Core i7,256,0
Vero,Notebook,14.0,2,Windows,1.45,Other Intel Processors,0,0
Toshiba,Notebook,15.6,16,Windows,2.4,Intel Core i7,256,0
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i5,256,0
HP,Notebook,14.0,4,Windows,1.54,Intel Core i5,0,500
HP,Notebook,15.6,8,Windows,1.84,Intel Core i5,256,500
HP,Notebook,14.0,8,Windows,1.43,Intel Core i5,256,0
MSI,Gaming,17.3,16,Windows,3.78,Intel Core i7,256,1000
Lenovo,Gaming,17.3,16,Windows,4.6,Intel Core i7,128,1000
Asus,Netbook,11.6,4,Other,1.2,Other Intel Processors,0,0
Lenovo,Notebook,14.0,16,Windows,1.1,Intel Core i7,256,0
HP,Notebook,15.6,8,Windows,1.91,Intel Core i7,0,1000
Dell,2 in 1 Convertible,15.6,8,Windows,2.3,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,2.04,Intel Core i5,256,0
Dell,Ultrabook,13.3,16,Windows,1.2,Intel Core i7,1000,0
HP,Notebook,15.6,4,Windows,2.31,Intel Core i3,0,500
HP,Notebook,15.6,4,Other,1.96,Intel Core i5,0,500
Acer,Notebook,15.6,8,Windows,2.4,AMD/Other Processors,0,1000
Dell,2 in 1 Convertible,13.3,12,Windows,1.6,Intel Core i7,256,0
MSI,Gaming,15.6,16,Windows,2.94,Intel Core i7,256,1000
HP,Notebook,15.6,8,Windows,2.04,Intel Core i7,256,0
Asus,Gaming,17.3,16,Other,4.0,Intel Core i7,0,1000
Dell,Notebook,15.6,4,Windows,2.25,Intel Core i5,0,1000
Dell,Notebook,15.6,16,Windows,2.32,Intel Core i7,0,2000
MSI,Gaming,15.6,16,Windows,1.8,Intel Core i7,256,1000
Dell,Ultrabook,13.3,8,Windows,1.29,Intel Core i7,256,0
Asus,Gaming,17.3,64,Windows,3.58,Intel Core i7,1000,0
Dell,2 in 1 Convertible,13.3,8,Windows,1.62,Intel Core i7,256,0
Dell,Gaming,15.6,16,Windows,3.21,Intel Core i7,256,1000
Apple,Ultrabook,12.0,8,Mac,0.92,Other Intel Processors,0,0
Dell,Notebook,15.6,4,Windows,2.06,Intel Core i3,0,500
HP,Notebook,15.6,4,Windows,2.31,Intel Core i5,0,500
HP,Ultrabook,12.5,8,Windows,1.26,Intel Core i5,256,0
HP,Notebook,13.3,8,Windows,1.49,Intel Core i7,256,0
Lenovo,Ultrabook,12.5,8,Windows,1.3,Intel Core i7,256,0
Lenovo,Notebook,17.3,8,Windows,3.0,Intel Core i5,0,1000
Lenovo,Notebook,15.6,4,Windows,2.3,Intel Core i5,0,1000
MSI,Gaming,17.3,16,Windows,3.78,Intel Core i7,256,1000
Lenovo,Notebook,15.6,4,Windows,2.1,Intel Core i5,0,500
HP,Notebook,15.6,4,Windows,2.31,Intel Core i5,0,500
Lenovo,Ultrabook,12.5,8,Windows,0.99,Other Intel Processors,512,0
Lenovo,Gaming,17.3,32,Windows,4.6,Intel Core i7,512,0
Lenovo,2 in 1 Convertible,10.1,4,Windows,0.69,Other Intel Processors,0,0
HP,Ultrabook,13.3,16,Windows,1.3,Intel Core i7,512,0
Dell,Notebook,15.6,8,Windows,2.18,Intel Core i5,256,0
HP,Notebook,14.0,4,Windows,1.54,Intel Core i5,0,500
HP,Workstation,15.6,8,Windows,1.9,Intel Core i7,256,0
Lenovo,Notebook,14.0,8,Windows,1.7,Intel Core i5,180,0
HP,Notebook,13.3,4,Other,1.29,Other Intel Processors,0,0
Acer,Notebook,15.6,4,Windows,2.4,AMD/Other Processors,0,500
Dell,Notebook,15.6,4,Linux,2.2,Other Intel Processors,0,500
HP,Notebook,15.6,4,Other,1.86,Intel Core i3,0,1000
Asus,Gaming,17.3,8,Windows,2.7,Intel Core i7,256,1000
Dell,Ultrabook,13.3,4,Windows,1.4,Intel Core i5,256,0
HP,Netbook,12.5,4,Windows,2.4,Intel Core i5,128,0
Acer,Notebook,15.6,8,Windows,2.4,Intel Core i5,256,1000
Dell,Notebook,15.6,8,Windows,2.36,Intel Core i5,0,1000
MSI,Gaming,17.3,8,Windows,2.6,Intel Core i7,256,0
HP,Notebook,15.6,4,Windows,1.96,Other Intel Processors,0,1000
Asus,Gaming,17.3,16,Windows,4.3,Intel Core i7,128,1000
Dell,Ultrabook,12.5,4,Windows,1.5,Intel Core i3,0,500
Dell,Ultrabook,12.5,4,Windows,1.5,Intel Core i3,128,0
Acer,Notebook,15.6,4,Other,2.2,Other Intel Processors,16,0
HP,Workstation,17.3,8,Windows,3.0,Intel Core i7,0,1000
Lenovo,Gaming,15.6,16,Windows,2.4,Intel Core i7,512,0
Dell,Ultrabook,12.5,8,Windows,1.5,Intel Core i5,256,0
MSI,Gaming,17.3,8,Windows,2.9,Intel Core i7,128,1000
Lenovo,2 in 1 Convertible,15.6,4,Windows,2.1,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,2.1,AMD/Other Processors,0,1000
Asus,Gaming,15.6,16,Windows,2.59,Intel Core i7,128,1000
HP,Notebook,13.3,8,Windows,1.16,Other Intel Processors,256,0
Dell,Notebook,15.6,4,Windows,2.24,Intel Core i5,0,500
Lenovo,Notebook,15.6,4,Windows,2.1,Intel Core i3,128,0
HP,Ultrabook,13.3,8,Windows,1.16,Intel Core i7,512,0
Lenovo,2 in 1 Convertible,10.1,4,Other,0.69,Other Intel Processors,0,0
Dell,Ultrabook,13.3,8,Windows,1.23,Intel Core i7,256,0
Lenovo,Gaming,17.3,16,Windows,4.6,Intel Core i7,256,0
Razer,Ultrabook,12.5,8,Windows,1.25,Intel Core i7,256,0
Toshiba,Ultrabook,13.3,16,Windows,1.05,Intel Core i7,512,0
Asus,Gaming,17.3,8,Windows,3.52,Intel Core i7,128,1000
Vero,Notebook,13.3,4,Windows,1.35,Other Intel Processors,0,0
HP,Notebook,13.3,8,Windows,1.16,Intel Core i5,256,0
HP,Notebook,14.0,8,Windows,1.43,Intel Core i5,256,0
Dell,Notebook,15.6,4,Linux,2.09,Intel Core i5,0,500
Asus,Notebook,15.6,4,Windows,2.0,Intel Core i3,0,1000
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.8,Intel Core i7,256,0
Lenovo,2 in 1 Convertible,10.1,4,Windows,0.69,Other Intel Processors,0,0
HP,Ultrabook,12.5,8,Windows,1.26,Intel Core i5,256,0
Lenovo,Gaming,15.6,8,Other,2.4,Intel Core i5,128,1000
HP,Gaming,17.3,8,Windows,3.35,Intel Core i5,128,1000
HP,Notebook,15.6,8,Windows,2.04,Intel Core i7,0,2000
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.8,Intel Core i7,512,0
Asus,Notebook,14.0,4,Windows,1.5,Other Intel Processors,0,0
HP,Ultrabook,15.6,8,Windows,1.84,Intel Core i7,256,0
Acer,Notebook,15.6,4,Windows,2.23,Intel Core i5,0,1000
Lenovo,Notebook,15.6,16,Windows,2.5,Intel Core i7,0,0
HP,Workstation,17.3,8,Windows,3.0,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.5,Intel Core i5,0,1000
MSI,Gaming,17.3,16,Windows,3.78,Intel Core i7,256,1000
HP,Ultrabook,15.6,8,Windows,1.88,Intel Core i7,256,0
Lenovo,2 in 1 Convertible,14.0,16,Windows,2.8,Intel Core i7,512,0
MSI,Gaming,15.6,8,Windows,2.4,Intel Core i7,128,1000
HP,2 in 1 Convertible,13.3,8,Windows,1.48,Intel Core i5,256,0
